irr,moic,exit_multiple
0.17384091184157113,4.757578738784024,10.56870959512948
0.17558853325579188,4.903273461577679,8.850900309713786
0.17866541497409333,5.170424154478492,10.443220404975124
0.17643622782906443,4.97550429036661,9.329974895197335
0.17626382482654057,4.960730573275554,8.35791627106165
0.17628246549032528,4.962325883838643,12.15170315904739
0.17841554404077448,5.148212168261912,12.715884076940755
0.17092925760587263,4.524226502582418,8.586989688071672
0.17297940447315768,4.687326647453419,7.778648833246535
0.17745207363300475,5.063428280039875,9.939042758543236
0.18735783807623413,6.003144951468364,10.278663671961386
0.17879159881678125,5.181676352060388,11.014096055113018
0.1746547999897171,4.82489577731624,9.669786885187172
0.16795091236707088,4.2972473490061285,9.758953827869611
0.17321599101988394,4.706517106569518,9.638769122698434
0.17452615341414174,4.814193636452315,10.48619082695737
0.17858269766665852,5.16306083958007,9.571207902656164
0.17796421736056037,5.108326093932441,8.539054747657929
0.17727061248370335,5.047612333229371,11.920649602593132
0.1849796295370575,5.763373764148042,10.956132156745962
0.17957906888290076,5.252434474306671,10.357855599063239
0.18317547810768564,5.587601761243141,11.34591880971209
0.1711965483726769,4.545169117731673,7.0714784745333645
0.17766149469047876,5.081741001670757,11.325003147541368
0.1708846315741811,4.5207392982283565,8.752724426493973
0.17727810381846837,5.048264318677432,10.505347290949986
0.17390824233903265,4.763112575141887,10.512296307439302
0.1817780650598086,5.454996915579283,9.503843734531808
0.18032975296562012,5.320755576767971,9.579714433824746
0.17534608478541164,4.882803563885824,10.722529883758439
0.175947990528122,4.933776595505781,12.439065071151894
0.17966160083816574,5.259904219850422,9.73474163995921
0.1736955424518855,4.745652447343317,9.894539464681932
0.18609924128910443,5.8750946348268105,12.058593879393095
0.17010795989758687,4.460472451084974,8.251745155423615
0.17298591077704484,4.6878533692279625,10.359215496958267
0.18626468631631482,5.891777557562395,8.554839832847566
0.1764959101075964,4.980628615605891,9.789247709409501
0.17820116137149344,5.129228568207002,8.733984049213424
0.18044965002676355,5.331746715511593,9.752716908535922
0.17422202927864244,4.788985794359308,7.060611702293119
0.1729821874912707,4.687551941259439,9.981889443258217
0.1725758795257086,4.654772542941277,10.694794743188305
0.18904624795601882,6.179090667954571,10.805224085602354
0.18188118160080863,5.464677825732762,10.524478232121297
0.1780189496467135,5.113147060512103,9.881117952203875
0.18439297441040392,5.705646205258592,11.66345698532876
0.1749975288636333,4.8535212016161005,10.478264019100976
0.18752157954289927,6.019997758488179,8.443677852972739
0.17459789189576919,4.820158710147299,11.564438854972723
0.18302232160898135,5.572918806753513,8.176456107423814
0.17261625687219873,4.658019916630206,8.38789297835224
0.17063289429108452,4.50111760091871,10.60195956644973
0.18672757118679473,5.938693126878326,10.826502940961708
0.18807255470433404,6.077036281498175,10.47538380550267
