irr_mean,irr_p10,irr_p50,irr_p90,moic_mean,moic_p10,moic_p50,moic_p90,net_cf_mean,net_cf_p10,net_cf_p50,net_cf_p90,terminal_value_mean,terminal_value_p10,terminal_value_p50,terminal_value_p90,npv_mean,npv_p10,npv_p50,npv_p90
0.1046860201740138,0.09488807560335821,0.10543522701126198,0.11409579902148605,2.801459055751005,2.4239832506972068,2.8119200876052473,3.187378363973353,179.06503014164988,141.54393511930238,180.10485670796157,217.42540937895126,99.21253492619674,61.69143990384923,100.25236149250844,137.57291416349813,4.290483911966031,-3.8751995716475007,4.5167804689640825,12.63882009396229
