,0
exit_multiple,10.0
irr,0.17829657369827473
moic,5.137668945022288
cashflows,"[-99.4         13.122147    14.10350414  15.05682251  15.78583068
  16.34660619  16.6830715   16.90738171  17.15973069  17.44011844
  17.74854497  18.02893273  18.25324294  18.44951437  18.61774702
  18.78597967 258.19511857]"
terminal_value,239.26894502228828
