case,scenario,royalty_rate,initial_investment,sigma,exit_multiple_mean,exit_multiple_sigma,irr_mean,irr_p10,irr_p50,irr_p90,moic_mean,moic_p10,moic_p50,moic_p90,net_cf_mean,net_cf_p10,net_cf_p50,net_cf_p90,terminal_value_mean,terminal_value_p10,terminal_value_p50,terminal_value_p90,npv_mean,npv_p10,npv_p50,npv_p90,prob_irr_negative,prob_moic_below_1x,prob_net_cf_negative,prob_no_payback,irr_var_5,irr_cvar_5,net_cf_var_5,net_cf_cvar_5,prob_npv_negative,npv_var_5,npv_cvar_5
pg3_empirical,base,0.05,50000000,0.15,12.0,1.5,0.1046860201740138,0.09488807560335821,0.10543522701126198,0.11409579902148605,2.801459055751005,2.4239832506972068,2.8119200876052473,3.187378363973353,179.06503014164988,141.54393511930238,180.10485670796157,217.42540937895126,99.21253492619674,61.69143990384923,100.25236149250844,137.57291416349813,4.290483911966031,-3.8751995716475007,4.5167804689640825,12.63882009396229,0.0,0.0,0.0,1.0,0.09114995911755745,0.08696625865692191,129.5048963567059,117.36915389286568,0.253,-6.495245173295472,-9.136336317872827
pg3_empirical,upside,0.07,45000000,0.1,13.5,1.0,0.11214086939288322,0.10646109113689178,0.11245989523607029,0.11774145417394254,3.1051572668878853,2.8535674370670825,3.1121919950057766,3.3624975125845133,209.2526323286558,184.244603244468,209.9518843035742,234.8322527509006,129.40013711320262,104.39210802901485,130.09938908812103,154.97975753544748,10.86018568750092,5.417709930094234,11.012363290501964,16.427056373834102,0.0,0.0,0.0,1.0,0.10445548578957635,0.10229100244498426,176.21857740273703,168.0073971459652,0.006,3.671012862328926,1.8840207992305391
pg3_empirical,downside,0.04,55000000,0.2,10.0,2.0,0.09332444878197295,0.07624820784022325,0.0945096113523439,0.10786983973033425,2.4096842855949845,1.8941018875071236,2.4113510033845102,2.9119620385419847,140.12261798814146,88.87372761820805,140.28828973642032,190.04902663107325,60.27012277268832,9.021232402754915,60.4357945209672,110.19653141562011,-4.184519590585784,-15.337771311998454,-4.148464591183009,6.680921575481263,0.0,0.0,0.0,1.0,0.0722897694499515,0.07228976944995148,79.85249521545315,79.85249521545315,0.722,-17.301054323572092,-17.301054323572092
pg3_empirical,stress,0.035,60000000,0.25,8.0,2.5,0.0833799628905393,0.0722897694499515,0.08093642800042863,0.10090507533590805,2.1108830261895934,1.8033450222882612,2.0107819191637732,2.6365457131106163,110.42177280324555,79.85249521545315,100.47172276487908,162.67264388319524,30.569277587792392,0.0,20.61922754942593,82.82014866774209,-10.648288860411679,-17.301054323572092,-12.813709651330104,0.7230230570002386,0.0,0.0,0.0,1.0,0.0722897694499515,0.07228976944995147,79.85249521545315,79.85249521545315,0.889,-17.301054323572092,-17.301054323572092
