N_SIMS,SEED,ExitMult_low,ExitMult_mode,ExitMult_high,IRR_mean,IRR_std,IRR_p5,IRR_p50,IRR_p95,IRR_VaR_5,IRR_CVaR_5,P(IRR<0),MOIC_mean,MOIC_std,MOIC_p5,MOIC_p50,MOIC_p95,MOIC_VaR_5,MOIC_CVaR_5
10000,42,8.0,12.0,18.0,0.019656115089668937,0.015458105423529512,-0.008219022878185486,0.02051388780727611,0.043560771799924396,-0.008219022878185486,-0.014042065796587025,0.1141,1.2601600488783888,0.21345285824964125,0.9224316884553343,1.2461994574282143,1.6367598082826826,0.9224316884553343,0.8750341320416406
