N_SIMS,SEED,ExitMult_low,ExitMult_mode,ExitMult_high,IRR_mean,IRR_p5,IRR_p50,IRR_p95,IRR_VaR_5,IRR_CVaR_5,MOIC_mean,MOIC_p5,MOIC_p50,MOIC_p95,MOIC_VaR_5,MOIC_CVaR_5
10000,42,8.0,12.0,18.0,0.019656115089668937,-0.008219022878185486,0.02051388780727611,0.043560771799924396,-0.008219022878185486,-0.014042065796587025,2.5016798042100965,1.8504210945669588,2.474758888352433,3.227896202069984,1.8504210945669588,1.7590219849643387
