prob_irr_negative,prob_moic_below_1x,prob_net_cf_negative,prob_no_payback,irr_var_5,irr_cvar_5,net_cf_var_5,net_cf_cvar_5,prob_npv_negative,npv_var_5,npv_cvar_5
0.0,0.0,0.0,1.0,0.09114995911755745,0.08696625865692191,129.5048963567059,117.36915389286568,0.253,-6.495245173295472,-9.136336317872827
