irr_mean,irr_p10,irr_p50,irr_p90,moic_mean,moic_p10,moic_p50,moic_p90,net_cf_mean,net_cf_p10,net_cf_p50,net_cf_p90,npv_mean,npv_p10,npv_p50,npv_p90
-0.0265657437303419,-0.03680925522070466,-0.026646450590481985,-0.015769751922117988,0.8382928935885506,0.7776895486405934,0.8369797257964986,0.9021749718553397,-8085355.320572462,-11115522.567970334,-8151013.710175063,-4891251.407233028,-26398970.559028096,-28304360.662417255,-26431958.060136408,-24466063.03578025
