Investor_Target_Return,IRR_Mean,MOIC_Mean,NPV_Mean,NPV_CVaR_5,Prob_NPV_Negative
0.09,0.10239360656008704,2.796567486726565,13.643093286622362,-7.373006871344425,0.106
0.1,0.10239360656008704,2.796567486726565,4.568471537057504,-14.207933369428448,0.3378
0.11,0.10239360656008704,2.796567486726565,-3.5357995441664984,-20.44156846050948,0.6646
0.12,0.10239360656008704,2.796567486726565,-10.788890725116348,-26.17657498021728,0.9078
