Valuation_Discount_Rate,Hurdle_Rate,IRR_Mean,MOIC_Mean,NPV_Mean,Prob_NPV_Negative,NPV_CVaR_5,Return_Score,Risk_Score,Total_Score,Hard_Gates_Passed,FINAL_DECISION,Risk_Flag,Primary_Driver
0.1,0.1,0.1049016633588424,2.819305118801156,4.737749895563965,0.3363333333333333,-13.544970327541044,5,2,7,True,INVEST WITH CONDITIONS,MODERATE DOWNSIDE RISK,Scenario Layer
