Discount Rate,IRR_Mean,MOIC_Mean,NPV_Mean,Prob_NPV_Negative,NPV_CVaR_5,Return_Score,Risk_Score,Total_Score,Hard_Gates_Passed,FINAL_DECISION,Risk_Flag
0.1,0.10479360656008707,2.816686994250494,4.654786515549933,0.3374,-14.05248914612942,5,2,7,True,INVEST WITH CONDITIONS,MODERATE DOWNSIDE RISK
