Investor_Target_Return,IRR,MOIC,NPV,Prob_NPV_Neg,Decision,Risk_Flag,Top_Driver
,0.10479360656008707,2.816686994250494,4.654786515549933,0.3374,INVEST WITH CONDITIONS,MODERATE DOWNSIDE RISK,Scenario Layer
