Investor_Target_Return,IRR_Mean,MOIC_Mean,NPV_Mean,Prob_NPV_Negative,NPV_CVaR_5,Return_Score,Risk_Score,Total_Score,Hard_Gates_Passed,FINAL_DECISION,Risk_Flag
0.1,0.10239360656008704,2.796567486726565,4.568471537057504,0.3378,-14.207933369428448,5,2,7,True,INVEST WITH CONDITIONS,MODERATE DOWNSIDE RISK
