Entry_Multiple,IRR_Mean,MOIC_Mean,NPV_Mean,Prob_NPV_Negative
11.9,0.10304108857447557,2.2485914251382515,3.6731026276976184,0.3378
12.9,0.10304108857447557,2.4375486877549113,3.981867131264751,0.3378
13.9,0.10304108857447557,2.62650595037157,4.290609368888657,0.3378
14.9,0.10304108857447557,2.815463212988231,4.599344756050307,0.3378
15.9,0.10304108857447557,3.0044204756048907,4.908067663949169,0.3378
