Investor_Target_Return,IRR,MOIC,NPV,Prob_NPV_Neg,Decision,Risk_Flag,Top_Driver
0.1,0.10239360656008704,2.796567486726565,4.568471537057504,0.3378,INVEST WITH CONDITIONS,MODERATE DOWNSIDE RISK,Scenario Layer
