Discount_Rate,IRR_Mean,MOIC_Mean,NPV_Mean,NPV_CVaR_5,Prob_NPV_Negative,Delta_vs_Base_NPV,Delta_vs_Base_IRR
0.09,0.10479360656008707,2.816686994250494,13.790439723054597,-7.302415593115522,0.105,9.135653207504664,0.0
0.1,0.10479360656008707,2.816686994250494,4.654786515549933,-14.05248914612942,0.3374,0.0,0.0
0.11,0.10479360656008707,2.816686994250494,-3.450479808568189,-20.135111784269107,0.6644,-8.105266324118123,0.0
