Investor_Target_Return,IRR,MOIC,NPV,Prob_NPV_Neg,Decision,Risk_Flag,Top_Driver
,0.1049016633588424,2.819305118801156,4.737749895563965,0.3363333333333333,INVEST WITH CONDITIONS,MODERATE DOWNSIDE RISK,Scenario Layer
