IRR,MOIC,NPV,NPV_CVaR_5,Prob_NPV_Negative,Return_Score,Risk_Score,Total_Score,Hard_Gates_Passed,FINAL_DECISION,Risk_Flag,Failed_Gates,Interpretation,IC_Recommendation
0.10479360656008707,2.816686994250494,4.654786515549933,-14.05248914612942,0.3374,4,2,6,True,INVEST WITH CONDITIONS,MODERATE DOWNSIDE RISK,No hard gate breach,"Conditionally investable case. Economic attractiveness exists, but the deal requires further structuring, qualitative validation, or closer downside monitoring.","Proceed only subject to mitigating conditions (e.g. structure optimisation, revised entry terms, or further diligence)."
